param beta_i_max :=
[ 'Low', 0] 0
[ 'Low', 1] 0
[ 'Low', 2] 0
[ 'Low', 3] 0
[ 'Low', 4] 0
[ 'Low', 5] 0
[ 'Low', 6] 0
[ 'Low', 7] 0
[ 'Low', 8] 0
[ 'Low', 9] 0
[ 'Low', 10] 0
[ 'Low', 11] 0
[ 'Low', 12] 0
[ 'Low', 13] 0
[ 'Low', 14] 0
[ 'Low', 15] 0
[ 'Low', 16] 0
[ 'Low', 17] 0
[ 'Low', 18] 0
[ 'Low', 19] 0
[ 'Low', 20] 0
[ 'Low', 21] 0
[ 'Low', 22] 0
[ 'Low', 23] 0

[ 'Medium', 0] 0
[ 'Medium', 1] 0
[ 'Medium', 2] 0
[ 'Medium', 3] 0
[ 'Medium', 4] 0
[ 'Medium', 5] 0
[ 'Medium', 6] 0
[ 'Medium', 7] 0
[ 'Medium', 8] 0
[ 'Medium', 9] 0
[ 'Medium', 10] 0
[ 'Medium', 11] 0
[ 'Medium', 12] 0
[ 'Medium', 13] 0
[ 'Medium', 14] 0
[ 'Medium', 15] 0
[ 'Medium', 16] 0
[ 'Medium', 17] 0
[ 'Medium', 18] 0
[ 'Medium', 19] 0
[ 'Medium', 20] 0
[ 'Medium', 21] 0
[ 'Medium', 22] 0
[ 'Medium', 23] 0

[ 'High', 0] 0
[ 'High', 1] 0
[ 'High', 2] 0
[ 'High', 3] 0
[ 'High', 4] 0
[ 'High', 5] 0
[ 'High', 6] 0
[ 'High', 7] 0
[ 'High', 8] 0
[ 'High', 9] 0
[ 'High', 10] 0
[ 'High', 11] 0
[ 'High', 12] 0
[ 'High', 13] 0
[ 'High', 14] 0
[ 'High', 15] 0
[ 'High', 16] 0
[ 'High', 17] 0
[ 'High', 18] 0
[ 'High', 19] 0
[ 'High', 20] 0
[ 'High', 21] 0
[ 'High', 22] 0
[ 'High', 23] 0

[ 'Worst_day', 0] 0
[ 'Worst_day', 1] 0
[ 'Worst_day', 2] 0
[ 'Worst_day', 3] 0
[ 'Worst_day', 4] 0
[ 'Worst_day', 5] 0
[ 'Worst_day', 6] 0
[ 'Worst_day', 7] 0
[ 'Worst_day', 8] 0
[ 'Worst_day', 9] 0
[ 'Worst_day', 10] 0
[ 'Worst_day', 11] 0
[ 'Worst_day', 12] 0
[ 'Worst_day', 13] 0
[ 'Worst_day', 14] 0
[ 'Worst_day', 15] 0
[ 'Worst_day', 16] 0
[ 'Worst_day', 17] 0
[ 'Worst_day', 18] 0
[ 'Worst_day', 19] 0
[ 'Worst_day', 20] 0
[ 'Worst_day', 21] 0
[ 'Worst_day', 22] 0
[ 'Worst_day', 23] 0;
